Action,Roll,Pitch,Reward,Vz,PosZ,Round
1,0.0,0.0,-10,-0.00531761115417,-13.9506587982,0
0,-1.4954767294e-11,0.063680204559,20,0.064989157021,-13.9418001175,0
0,-0.234372949949,0.0655337274981,20,0.790525376797,-13.8770103455,0
1,-0.0251989917655,0.00854616690495,-10,-0.0693150907755,-13.7105998993,0
0,-0.0671021559892,0.00255809876756,20,0.000856834114529,-13.7157487869,0
0,-0.0104881431028,0.0636194565029,20,0.0579674690962,-13.7075223923,0
1,-0.00439638673877,0.00783960649277,-10,-0.0110754957423,-13.685749054,0
1,-0.000251911949946,0.000234096188289,-10,-0.00231408327818,-13.6979198456,0
1,5.70986100333e-06,-1.30817036118e-05,-10,-0.00037813858944,-13.7000398636,0
1,8.71196783268e-07,-7.72750038018e-07,-10,-0.000150530191604,-13.7003126144,0
0,1.85908679564e-07,-1.70845675811e-07,20,0.441021263599,-13.6502876282,0
0,2.32399374396e-08,-2.20091253521e-08,20,0.891316831112,-13.5076189041,0
1,-5.97853450012e-09,1.81189335261e-08,-10,-0.00750878592953,-13.4374856949,0
1,7.91461897447e-09,-2.90674040799e-09,-10,-0.000703387719113,-13.4429960251,0
1,2.70770731611e-09,3.54132561633e-09,-10,-0.000151287254994,-13.4435749054,0
1,4.30948399702e-09,-4.20781526943e-09,-10,-0.000152296008309,-13.443608284,0
1,8.85524123408e-09,-6.679383154e-09,-10,-0.000153833898366,-13.4436120987,0
0,9.72065251257e-09,-1.13163035817e-08,20,0.565671443939,-13.4083957672,0
1,-6.3518873019e-09,7.79224877149e-10,-10,-0.0727084875107,-13.2599391937,0
1,-1.1914812389e-08,8.45231984317e-09,-10,-0.0141898551956,-13.3361978531,0
0,-0.24075943905,2.19462985562e-08,20,0.759933054447,-13.2778129578,0
0,-0.0109990440532,0.00141623757551,20,0.22854603827,-13.133480072,0
0,0.00205340210011,0.000330878887822,20,-0.111118458211,-13.1360082626,0
1,-0.0145166838005,-0.00531105977204,-10,-0.0107355145738,-13.1275062561,0
1,0.00254930339548,1.86049773181e-05,-10,-0.00243820995092,-13.1397705078,0
1,-0.000471935275872,5.76433776701e-05,-10,-0.000398128555389,-13.1420059204,0
1,8.40976849246e-05,-2.36314294529e-05,-10,-0.000151831860421,-13.1423053741,0
1,-1.47180823327e-05,6.57722150662e-06,-10,-0.000156549780513,-13.1423206329,0
0,-1.43139869226e-05,-0.23857444682,20,0.776694417,-13.0829944611,0
0,-1.46788721477e-05,-0.495909567137,20,1.79463028908,-12.8205795288,0
0,-1.55169933136e-05,-0.751039261479,20,2.93374323845,-12.3438434601,0
0,-1.64861086509e-05,-1.00557936727,20,4.24470043182,-11.6077260971,0
0,-1.89444361334e-06,-0.632707260531,20,5.36184167862,-10.660443306,0
0,-6.41405617017e-05,-0.151062640441,20,5.76644992828,-9.56021404266,0
0,-0.0108678786185,0.144154580531,20,5.02924966812,-8.56381416321,0
0,-0.00410894243399,0.0565885068046,20,4.82246685028,-7.61031389236,0
1,-0.00176897144946,-0.0889803988921,-10,-0.392809480429,-7.4921131134,0
0,-0.000907645896198,-0.00999983367879,20,-0.647064447403,-7.59935760498,0
1,0.0136609381591,0.00429023286562,-10,-0.0148136848584,-7.62096595764,0
1,-0.00221486870685,0.000169770112608,-10,-0.00404495047405,-7.63999652863,0
1,0.000391450314812,-9.24365237695e-05,-10,-0.000645548163448,-7.64375638962,0
1,-6.45878510928e-05,2.98318081296e-05,-10,-9.14137417567e-05,-7.64435100555,0
0,-7.6341743172e-06,4.01515108656e-06,20,-0.271366298199,-7.6766872406,0
0,-4.012869317e-07,1.65576223678e-07,20,-0.574869275093,-7.76886081696,0
0,-0.00636662332781,-0.0130997876364,20,-0.0408600084484,-7.85965824127,0
0,0.235449818022,-0.0100152420978,20,0.866620719433,-7.78359746933,0
1,0.0251056387327,0.0113943258678,-10,-0.0735424309969,-7.61785268784,0
1,-0.00373357900903,-0.000695952099594,-10,-0.0141401346773,-7.69224786758,0
1,0.000691854656601,7.18774392305e-06,-10,-0.00217432202771,-7.7052321434,0
1,-0.000120717478359,2.18307483532e-05,-10,-0.000329642236466,-7.70719861984,0
1,2.08273626695e-05,-7.57558746228e-06,-10,-7.53890271881e-05,-7.70747709274,0
0,4.44147702797e-06,-1.82747113285e-06,20,0.440818607807,-7.65746927261,0
1,-9.54618492579e-07,4.83550434497e-06,-10,-0.0104030985385,-7.61085891724,0
0,-1.72899176278e-07,1.04223555125e-06,20,0.430695712566,-7.56162691116,0
1,-2.13742525589e-08,-1.2431698566e-08,-10,-0.0102428635582,-7.51727485657,0
1,8.08802867395e-09,-1.02816783489e-08,-10,-0.0018577928422,-7.52750778198,0
1,-6.06290556727e-09,-1.09291974394e-08,-10,-0.000292137236102,-7.52920055389,0
0,0.0564081927788,-0.0283653924766,20,0.0696692690253,-7.51947546005,0
1,0.00818905478907,-0.000154264604835,-10,-0.0115370657295,-7.49764347076,0
0,-0.026973089662,-0.0566170945754,20,0.0587688013911,-7.49006175995,0
0,-0.0333304691803,-0.066894996276,20,0.110481925309,-7.47144556046,0
1,-0.00115127451079,-0.0122915562453,-10,-0.0110475262627,-7.44750356674,0
1,0.00078537844519,0.00167637231424,-10,-0.00225761998445,-7.45932102203,0
0,0.000197702567004,0.000364152116014,20,0.4367159307,-7.41237449646,0
0,2.87982036185e-05,4.91757974272e-05,20,0.887848556042,-7.27168321609,0
0,3.54832339396e-06,5.668291571e-06,20,1.33932125568,-7.03665018082,0
0,-0.240752926258,3.73268863375e-06,20,2.06177735329,-6.69722938538,0
0,-0.0216045706605,0.0554973840334,20,2.22424149513,-6.2417845726,0
0,0.028282770151,0.0670616339611,20,2.23447346687,-5.78771877289,0
0,0.0326398946081,0.0680246524735,20,2.24744558334,-5.33710813522,0
0,0.0330031822521,0.0681803153856,20,2.25567746162,-4.87097835541,0
0,0.0334289298818,0.0636932174551,20,2.2753098011,-4.41195058823,0
1,-0.00132143857512,0.014267303157,-10,0.00058252713643,-4.29752874374,0
0,0.00611269978306,0.00943438353791,20,0.488937914371,-4.26190519333,0
1,-0.0017605389453,0.000487597882424,-10,-0.0706238821149,-4.19360780716,0
0,0.0619216327322,-0.0123235610258,20,-0.000100812583696,-4.19763231277,0
0,-0.17455823143,-0.0127705503582,20,0.745699822903,-4.14009666443,0
1,-0.0154457494527,-0.00392763713602,-10,-0.0709878131747,-3.98366737366,0
1,0.000228219229171,-0.000790144590387,-10,-0.0139314373955,-4.05677556992,0
1,4.07704123482e-05,6.51553933055e-05,-10,-0.00216797925532,-4.06952476501,0
0,-0.232256393864,6.05785154327e-05,20,0.726248145103,-4.01767301559,0
1,-0.0276016437016,-0.00430370870956,-10,-0.0727741569281,-3.85097265244,0
1,0.000299375911563,-0.00127381680162,-10,-0.0145050566643,-3.92621064186,0
0,-0.236510361023,-0.00128307941638,20,0.744051456451,-3.87233614922,0
0,-0.492786049919,-0.0012826839176,20,1.7937990427,-3.61103200912,0
1,-0.0759137950938,-0.00558440267394,-10,-0.0359443835914,-3.46697378159,0
1,-0.000665752580237,-0.0043680447119,-10,0.00314786168747,-3.4713113308,0
0,-0.0622746513561,0.0104244749891,20,0.0730708166957,-3.46091246605,0
1,-0.00702210536074,0.000761857971612,-10,-0.0113345375285,-3.43912148476,0
0,-0.0632277194258,0.0113304918368,20,0.0580604746938,-3.43180799484,0
1,-0.00800638838832,8.64848663727e-05,-10,-0.0115144122392,-3.4106862545,0
0,0.0611775341474,-0.0112172080742,20,0.0589462071657,-3.4030611515,0
0,0.0731991973055,-0.0132213023324,20,0.110362552106,-3.3846373558,0
1,0.0115009753847,-0.00146651539084,-10,-0.0104747433215,-3.36084723473,0
0,0.0642168091613,-0.0115724746579,20,0.0585739575326,-3.35322904587,0
0,0.0735230315319,-0.0133069257608,20,0.110619910061,-3.33476471901,0
0,0.0739346675971,-0.0133701295293,20,0.153215095401,-3.30648040771,0
1,0.0162080594231,-0.00116066300809,-10,-0.00920260511339,-3.28123664856,0
0,0.00327456773449,-0.000340959144341,20,0.431748181581,-3.23306369781,0
1,0.000352416449752,0.000768077264375,-10,-0.0101779242977,-3.18740510941,0
0,7.46323816005e-05,0.000145394452269,20,0.429748743773,-3.14075708389,0
0,9.15331878027e-06,1.65059414143e-05,20,0.88107407093,-2.99624371529,0
0,1.27779325746e-06,2.16576375737e-06,20,1.33173680305,-2.76799654961,0
1,-2.35523248496e-05,3.34805797394e-05,-10,-0.0018328432925,-2.67629742622,0
1,-3.24349884096e-06,-8.31067647085e-08,-10,0.00173931289464,-2.67172598839,0
1,3.39694452151e-09,3.42852970098e-10,-10,0.000296901998809,-2.67003703117,0
0,-8.58424759184e-09,-3.22627462884e-09,20,-0.27203720808,-2.70233368874,0
0,-1.31381467267e-09,-6.7429154431e-09,20,-0.574466943741,-2.79367876053,0
0,3.05019509423e-09,-1.03645328306e-08,20,-0.898477196693,-2.95306062698,0
1,7.24254584271e-09,1.49162182279e-08,-10,-0.0195993073285,-2.98035883904,0
1,1.04137601773e-09,-8.8027694624e-09,-10,-0.00580713199452,-3.00701522827,0
0,-8.99880109332e-10,-7.95481265101e-09,20,-0.277991712093,-3.04137611389,0
0,-1.20495677085e-09,2.66704227267e-09,20,-0.581360697746,-3.13592123985,0
0,5.22743721948e-09,-3.41853817495e-09,20,-0.905826747417,-3.29235029221,0
0,-0.238785380616,6.09290806697e-09,20,-0.143197447062,-3.42386341095,0
1,-0.0210630252551,-0.00261408238801,-10,-0.076345525682,-3.31989645958,0
0,-0.0203148226362,-0.240448083896,20,0.70121794939,-3.2762670517,0
1,0.00117777096336,-0.0253727346664,-10,-0.0696666315198,-3.12476491928,0
0,-0.0108807249788,-0.0661620022695,20,-0.000279107771348,-3.1296942234,0
0,-0.0128917566977,-0.0738404178947,20,0.0529012531042,-3.12320494652,0
1,0.0,0.0,-10,-0.0118486350402,-13.5770463943,1
0,-1.46898825229e-11,-0.0636801448636,20,0.058496311307,-13.5693569183,1
0,-5.4965432366e-11,-0.0748069378259,20,0.111045502126,-13.5510149002,1
1,-8.3772531758e-10,-0.00902800530064,-10,-0.0103227207437,-13.532497406,1
1,-4.24351736441e-09,-0.000408680509743,-10,-0.00213843607344,-13.5436639786,1
1,3.09506969988e-09,1.4267520783e-05,-10,-0.00036015160731,-13.5456094742,1
1,-2.89309230381e-09,1.30371358873e-06,-10,-0.000151671745698,-13.5458602905,1
1,-4.25486419123e-09,-9.43565040445e-09,-10,-0.000158222566824,-13.545873642,1
0,-0.238788570703,-8.78360263763e-09,20,0.773303568363,-13.4869308472,1
0,-0.256699711944,-0.234909735268,20,1.70694422722,-13.2401885986,1
0,-0.0473175187649,0.00524293134671,20,1.92923557758,-12.8419151306,1
1,-0.00625227291912,-0.000748893374186,-10,0.0164416208863,-12.7550601959,1
0,-0.00308289348756,0.0631857538731,20,0.0876249670982,-12.7416381836,1
1,-0.00147567873374,0.00701713870854,-10,-0.0113388048485,-12.7187204361,1
0,-0.00254701447009,0.0639767697114,20,0.0587184093893,-12.7115116119,1
1,-8.50422605499e-05,0.00800467899413,-10,-0.0115828039125,-12.689997673,1
0,0.000428147348095,0.00745379498743,20,0.56724268198,-12.6556501389,1
1,0.000124494214813,0.000477362634597,-10,-0.072393193841,-12.5570812225,1
0,0.00012877232527,-0.238135915605,20,0.706920742989,-12.5121622086,1
0,0.000131999734224,-0.4957217598,20,1.75701200962,-12.258854866,1
0,0.000139218275787,-0.750241434658,20,2.86553668976,-11.7927179337,1
0,0.000150580086626,-1.00539348261,20,4.21604537964,-11.0668582916,1
0,0.000169166479323,-1.26046161461,20,5.74566316605,-10.0600118637,1
0,0.000162220463663,-1.51396472455,20,7.51192426682,-8.71786403656,1
0,-2.77911570534,-1.19253218012,20,9.52069473267,-6.93584442139,1
0,-2.74281652075,-0.638549665186,20,10.988858223,-4.75722646713,1
0,-2.97812846348,-0.409868622806,20,11.3076305389,-2.42785477638,1
0,2.94234201168,-0.370329006788,-4000,11.1438074112,-0.138818562031,1
0,-2.48672633846e-09,-0.23623425923,20,0.645864605904,-13.3755159378,2
0,-3.58691890729e-09,-0.485541862157,20,1.63927853107,-13.1512403488,2
1,1.04850812068e-08,-0.0767381864076,-10,-0.0379117652774,-13.0012254715,2
1,9.44247345036e-09,-0.0026633923358,-10,-0.000625894172117,-13.0172023773,2
0,0.063096758669,-0.000484977993815,20,0.0696411654353,-13.0075101852,2
0,0.00814427897513,-2.6516005934e-05,20,-0.215699017048,-13.0273618698,2
0,0.000165803588363,-8.10671586885e-08,20,-0.531507611275,-13.1111698151,2
0,4.84873364911e-06,1.11256608145e-08,20,-0.865054607391,-13.2577857971,2
0,4.10061380068e-06,1.01716862576e-09,20,-1.21346116066,-13.4770145416,2
0,4.52108183355e-06,8.14406240297e-10,20,-0.86832267046,-13.6827030182,2
0,4.66399949871e-06,3.74655424292e-09,20,-0.499616801739,-13.8157119751,2
0,4.66606524553e-06,-3.38539872322e-10,20,-0.116379208863,-13.8707685471,2
0,5.18898756162e-06,0.24086281407,20,0.668331801891,-13.8322610855,2
0,0.238481941062,0.255870202871,20,1.62416708469,-13.5983543396,2
