LA,LAV,LB,LBIP,Time
rx,rx,rx,rx,rx
-0.12121766994735637,-0.12121766994735637,-0.12121766994735637,-0.12121766994735637,-0.12121766994735637
10,10,10,10,10
0,0,0,0,0
511.542471408844,511.542471408844,511.542471408844,511.542471408844,511.542471408844
rx,rx,rx,rx,rx
-0.166674296177615,-0.166674296177615,-0.166674296177615,-0.166674296177615,-0.166674296177615
10,10,10,10,10
0,0,0,0,0
511.5511386394501,511.5511386394501,511.5511386394501,511.5511386394501,511.5511386394501
ry,ry,ry,ry,ry
0.4818341344319829,0.4818341344319829,0.4818341344319829,0.4818341344319829,0.4818341344319829
10,10,10,10,10
0,0,0,0,0
511.5512547492981,511.5512547492981,511.5512547492981,511.5512547492981,511.5512547492981
rx,rx,rx,rx,rx
-0.21548790722514688,-0.21548790722514688,-0.21548790722514688,-0.21548790722514688,-0.21548790722514688
10,10,10,10,10
0,0,0,0,0
511.55475759506226,511.55475759506226,511.55475759506226,511.55475759506226,511.55475759506226
ry,ry,ry,ry,ry
0.4702830548561837,0.4702830548561837,0.4702830548561837,0.4702830548561837,0.4702830548561837
10,10,10,10,10
0,0,0,0,0
511.55475759506226,511.55475759506226,511.55475759506226,511.55475759506226,511.55475759506226
rx,rx,rx,rx,rx
-0.2575722896162356,-0.2575722896162356,-0.2575722896162356,-0.2575722896162356,-0.2575722896162356
10,10,10,10,10
0,0,0,0,0
511.5622408390045,511.5622408390045,511.5622408390045,511.5622408390045,511.5622408390045
ry,ry,ry,ry,ry
0.4438849469748989,0.4438849469748989,0.4438849469748989,0.4438849469748989,0.4438849469748989
10,10,10,10,10
0,0,0,0,0
511.5622408390045,511.5622408390045,511.5622408390045,511.5622408390045,511.5622408390045
rx,rx,rx,rx,rx
-0.28282597085526817,-0.28282597085526817,-0.28282597085526817,-0.28282597085526817,-0.28282597085526817
10,10,10,10,10
0,0,0,0,0
511.5702540874481,511.5702540874481,511.5702540874481,511.5702540874481,511.5702540874481
ry,ry,ry,ry,ry
0.4191348134584573,0.4191348134584573,0.4191348134584573,0.4191348134584573,0.4191348134584573
10,10,10,10,10
0,0,0,0,0
511.5702540874481,511.5702540874481,511.5702540874481,511.5702540874481,511.5702540874481
rx,rx,rx,rx,rx
-0.31818112458991377,-0.31818112458991377,-0.31818112458991377,-0.31818112458991377,-0.31818112458991377
10,10,10,10,10
0,0,0,0,0
511.5793149471283,511.5793149471283,511.5793149471283,511.5793149471283,511.5793149471283
ry,ry,ry,ry,ry
0.4059357595178149,0.4059357595178149,0.4059357595178149,0.4059357595178149,0.4059357595178149
10,10,10,10,10
0,0,0,0,0
511.5793149471283,511.5793149471283,511.5793149471283,511.5793149471283,511.5793149471283
rx,rx,rx,rx,rx
-0.3316548409246967,-0.3316548409246967,-0.3316548409246967,-0.3316548409246967,-0.3316548409246967
10,10,10,10,10
0,0,0,0,0
511.58724093437195,511.58724093437195,511.58724093437195,511.58724093437195,511.58724093437195
ry,ry,ry,ry,ry
0.37622644388494697,0.37622644388494697,0.37622644388494697,0.37622644388494697,0.37622644388494697
10,10,10,10,10
0,0,0,0,0
511.58724093437195,511.58724093437195,511.58724093437195,511.58724093437195,511.58724093437195
rx,rx,rx,rx,rx
-0.34848554207675286,-0.34848554207675286,-0.34848554207675286,-0.34848554207675286,-0.34848554207675286
10,10,10,10,10
0,0,0,0,0
511.5902774333954,511.5902774333954,511.5902774333954,511.5902774333954,511.5902774333954
ry,ry,ry,ry,ry
0.3564354924849317,0.3564354924849317,0.3564354924849317,0.3564354924849317,0.3564354924849317
10,10,10,10,10
0,0,0,0,0
511.5902774333954,511.5902774333954,511.5902774333954,511.5902774333954,511.5902774333954
rx,rx,rx,rx,rx
-0.39899290455481806,-0.39899290455481806,-0.39899290455481806,-0.39899290455481806,-0.39899290455481806
10,10,10,10,10
0,0,0,0,0
511.5983121395111,511.5983121395111,511.5983121395111,511.5983121395111,511.5983121395111
ry,ry,ry,ry,ry
0.3151750972762646,0.3151750972762646,0.3151750972762646,0.3151750972762646,0.3151750972762646
10,10,10,10,10
0,0,0,0,0
511.5983121395111,511.5983121395111,511.5983121395111,511.5983121395111,511.5983121395111
rx,rx,rx,rx,rx
-0.4208743419546807,-0.4208743419546807,-0.4208743419546807,-0.4208743419546807,-0.4208743419546807
10,10,10,10,10
0,0,0,0,0
511.60651874542236,511.60651874542236,511.60651874542236,511.60651874542236,511.60651874542236
ry,ry,ry,ry,ry
0.28712901503013655,0.28712901503013655,0.28712901503013655,0.28712901503013655,0.28712901503013655
10,10,10,10,10
0,0,0,0,0
511.60654735565186,511.60654735565186,511.60654735565186,511.60654735565186,511.60654735565186
rx,rx,rx,rx,rx
-0.4579079880979629,-0.4579079880979629,-0.4579079880979629,-0.4579079880979629,-0.4579079880979629
10,10,10,10,10
0,0,0,0,0
